source_id,survey,wave,original_name,section,description,answer_categories_and_codes,filter,anonymisation_rule,source_document,source_location,extraction_method,review_status
EHIS-W3-ANON-RULES,EHIS,3,MH1D,Mental health,Extent of feeling tired or having little energy over the last 2 weeks,1 Not at all,Everybody,unalteredCountry-specific rule:• ES: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 390",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MH1E,Mental health,Extent of having poor appetite or overeating over the last 2 weeks,1 Not at all,Everybody,unalteredCountry-specific rule:• ES: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 395",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MH1F,Mental health,"Extent of subject feeling negative about themselves, or feeling that they are a failure or have let themselves or their family down, over the last 2 weeks",1 Not at all,Everybody,unalteredCountry-specific rule:• ES: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 400",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MH1G,Mental health,"Extent of having trouble concentrating on things, such as reading the newspaper or watching television, over the last 2 weeks",1 Not at all,Everybody,unalteredCountry-specific rule:• ES: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 405",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MH1H,Mental health,"Extent of moving or speaking so slowly that other people could have noticed or being so fidgety or restless that they have been moving around a lot more than usual, over the last 2 weeks",1 Not at all,Everybody,unalteredCountry-specific rule:• ES: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 410",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,HO12,Health care Use of inpatient and day care,Number of nights spent as a patient in a hospital in the past 12 months,Number 0 – 365,Everybody,"unalteredCountry-specific rule:• DE, IT: top coding is 20 or more• MT and IS: top coding is 10 or more• PT: top coding is 25 or more• IE and SK: top coding is 30 or more",EHIS wave 3 anonymisation rules.docx,"table 2, row 416",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,HO34,Health care Use of inpatient and day care,Number of times admitted as a day patient in a hospital in the past 12 months,Number 1 – 365,Everybody,top coding (3 or more)Country-specific rule:IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 419",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM1,Use of ambulatory and home care,Last time of a visit to a dentist or orthodontist (for personal treatment),1 Less than 6 months ago,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 423",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM2,Use of ambulatory and home care,Last time of a consultation of a general practitioner or family doctor (for personal treatment),1 Less than 12 months ago,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 428",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM3,Use of ambulatory and home care,Number of consultations of a general practitioner or family doctor during the past four weeks (for personal treatment),Number 0 – 99,If AM2 = 1,unaltered Country-specific rule: • IT: top coding is 10 or more,EHIS wave 3 anonymisation rules.docx,"table 2, row 432",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM4,Use of ambulatory and home care,Last time of a consultation of a medical or surgical specialist (for personal treatment),1 Less than 12 months ago,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 435",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM5,Use of ambulatory and home care,Number of consultations of a medical or surgical specialist during the past four weeks (for personal treatment),Number 0 – 99,If AM4 = 1,"unalteredCountry-specific rule:• DE: top coding is 9 or more• SK and IS: top coding is 4 or more• IE, ITs: top coding 5 or more",EHIS wave 3 anonymisation rules.docx,"table 2, row 439",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM6A,Use of ambulatory and home care,Consultation of a physiotherapist or kinesitherapist in the past 12 months,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 442",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM6B,Use of ambulatory and home care,"Consultation of a psychologist, psychotherapist or psychiatrist in the past 12 months",1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 445",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AM7,Use of ambulatory and home care,Use of any home care services for personal needs during the past 12 months,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 449",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MD1,Medicine use,Use of any medicines prescribed by a doctor during the past two weeks (excluding contraception),1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 453",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,MD2,Medicine use,"Use of any medicines, herbal medicines or vitamins not prescribed by a doctor during the past two weeks (excluding contraception)",1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 456",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA1,Preventive services,Last time of vaccination against flu,Month/year (YYYYMM),Everybody,"unalteredCountry-specific rule:• BG: Recoding:""1"" –too long ago “2” – Never ""3"" – within the past 12 months""-1"" – Not stated “-3” – Proxy",EHIS wave 3 anonymisation rules.docx,"table 2, row 461",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA2,Preventive services,Last time of blood pressure measurement by a health professional,1 Within the past 12 months,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 463",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA3,Preventive services,Last time of blood cholesterol measurement by a health professional,1 Within the past 12 months,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 469",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA4,Preventive services,Last time of blood sugar measurement by a health professional,1 Within the past 12 months,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 475",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA5,Preventive services,Last time of a faecal occult blood test,1 Within the past 12 months,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 481",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA6,Preventive services,Last time of a colonoscopy,1 Within the past 12 months,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 487",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA7,Preventive services,Last time of a mammography (breast X-ray),1 Within the past 12 months,If SEX = 2,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 493",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PA8,Preventive services,Last time of a cervical smear test,1 Within the past 12 months,If SEX = 2,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 501",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN1A,Unmet needs for health care,Unmet need for health care in the past 12 months due to long waiting list(s),1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 509",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN1B,Unmet needs for health care,Unmet need for health care in the past 12 months due to distance or transportation problems,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 513",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN2A,Unmet needs for health care,Could not afford medical examination or treatment in the past 12 months,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 517",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN2B,Unmet needs for health care,Could not afford dental examination or treatment in the past 12 months,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 521",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN2C,Unmet needs for health care,Could not afford prescribed medicines in the past 12 months,1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 526",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,UN2D,Unmet needs for health care,"Could not afford mental health care (by a psychologist, psychortherapist or a psychiatrist for example) in the past 12 months",1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 531",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,BMI,Weight and height,Body mass index,1 Underweight,Everybody,New variable,EHIS wave 3 anonymisation rules.docx,"table 2, row 538",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,BM1,Weight and height,Height without shoes,Number in cm,Everybody,"unaltered Country-specific rule: • IT: bottom coding for height<140 cm for people aged 15-17 and for women aged 18+; bottom coding for height<145 cm for men aged 18+; top coding for height>180 cm for women aged 15+; top coding for height>190 cm for men aged 15-17; top coding for height>195 cm for men aged 18+. Change of BM1 and BM2 with an average calculated with EHIS data by sex and age when: BMI<16.3 or BMI>31 for people aged 15-17; BMI<15.5 or BMI>35.5 for people aged 18+. • IE, CZ: bottom and top coding: low = 140 cm; high = 200 cm • IS: bottom and top coding: low = 150 cm; high = 199 cm",EHIS wave 3 anonymisation rules.docx,"table 2, row 543",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,BM2,Weight and height,Weight without clothes and shoes,Number in kg,Everybody,unaltered Country-specific rule: • IT: bottom coding for weight<40 kg for people aged 15-17 and for women aged 18+; bottom coding for weight<45 kg for men aged 18+; top coding for weight>85 kg for women aged 15-17; top coding for weight>95 kg for men aged 15-17; top coding for weight>120 kg for women aged 18+; top coding for weight>130 kg for men aged 18+. Change of BM1 and BM2 with an average calculated with EHIS data by sex and age when: BMI<16.3 or BMI>31 for people aged 15-17; BMI<15.5 or BMI>35.5 for people aged 18+. • IE: bottom and top coding: low = 45 kg; high = 150 kg • IS: bottom and top coding: low = 50 kg; high = 150 kg,EHIS wave 3 anonymisation rules.docx,"table 2, row 545",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE1,Physical activity,Physical effort of working tasks (both paid and unpaid work activities included),1 Mostly sitting or standing,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 548",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE2,Physical activity,Number of days in a typical week walking to get to and from places at least 10 minutes continuously,Number of days 1 – 7,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 554",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE3,Physical activity,Time spent on walking to get to and from places on a typical day,1 10 – 29 minutes per day,if PE2 ≠ 0,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 557",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE4,Physical activity,Number of days in a typical week bicycling to get to and from places at least 10 minutes continuously,Number of days 1 – 7,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 565",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE5,Physical activity,Time spent on bicycling to get to and from places on a typical day,1 10 – 29 minutes per day,if PE4 ≠ 0,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 568",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE6,Physical activity,"Number of days in a typical week doing sports, fitness or recreational (leisure) physical activities that cause at least a small increase in breathing or heart rate for at least 10 minutes continuously",Number of days 1 – 7,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 575",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE7,Physical activity,"Time spent on doing sports, fitness or recreational (leisure) physical activities in a typical week",HHMM (hours/minutes),if PE6 ≠ 0,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 578",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE8,Physical activity,Number of days in a typical week doing muscle-strengthening activities,Number of days 1 – 7,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 581",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,PE9,Physical activity,Time spent sitting on a typical day,HHMM (hours/minutes),Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 584",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH1,Dietary habits,"Frequency of eating fruit, excluding juice",1 Once or more a day,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 587",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH2,Dietary habits,"Number of portions of fruit a day, excluding juice",Number 1 – 99,if DH1 = 1,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 594",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH3,Dietary habits,"Frequency of eating vegetables or salad, excluding juice and potatoes",1 Once or more a day,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 597",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH4,Dietary habits,"Number of portions of vege-tables or salad, excluding juice and potatoes a day",Number 1 – 99,if DH3 = 1,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 604",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH5,Dietary habits,Frequency of drinking pure fruit or vegetable juice,1 Once or more a day,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 607",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,DH6,Dietary habits,Frequency of drinking sugar-sweetened soft drinks,1 Once or more a day,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 614",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK1,Smoking,Type of tobacco smoking behaviour,1 Daily smoking,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 622",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK2,Smoking,Average number of cigarettes a day,Number 0 – 99,if SK1 = 1,unalteredCountry-specific rule:• IT: top coding is 60 or more• SK and IS: top coding is 20 or more,EHIS wave 3 anonymisation rules.docx,"table 2, row 627",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK3,Smoking,Former daily tobacco smoking,1 Yes,"if SK1 = 2, 3 or -1",unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 630",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK4,Smoking,Number of years of daily tobacco smoking,Number 0 – 99,"if SK1 = 1 or (SK1 = 2, 3 or -1 and SK3 = 1)",unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 634",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK5,Smoking,Frequency of exposure to tobacco smoke indoors,"1 Every day, 1 hour or more a day",Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 637",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SK6,Smoking,Type of electronic cigarettes or similar electronic devices behaviour,1 Daily vaping,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 643",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL1,Alcohol consumption,"Frequency of consumption of an alcoholic drink of any kind (beer, wine, cider, spirits, cocktails, premixes, liqueurs, homemade alcohol…) in the past 12 months",1 Every day or almost,Everybody,unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 650",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL2,Alcohol consumption,Frequency of consumption of an alcoholic drink for Monday — Thursday,1 On all 4 days,"if AL1 = 1, 2, 3 or 4",unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 660",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL3,Alcohol consumption,Number of alcoholic (standard) drinks on average on one of the days (Monday to Thursday),1 16 or more drinks a day,"If (AL1 = 1, 2, 3 or 4) and (AL2 = 1, 2, 3 or 4)",unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 667",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL4,Alcohol consumption,Frequency of consumption of an alcoholic drink for Friday — Sunday,1 On all 3 days,"if AL1 = 1, 2, 3 or 4",unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 677",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL5,Alcohol consumption,Number of alcoholic (standard) drinks on average on one of the days (Friday — Sunday),1 16 or more drinks a day,"if (AL1 = 1, 2, 3 or 4) and (AL4 = 1, 2, or 3)",unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 683",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,AL6,Alcohol consumption,Frequency of risky single-occasion drinking (equivalent of 60 g of pure ethanol or more) during the past 12 months,1 Every day or almost,"if AL1 = 1, 2, 3, 4, 5, 6 or 7",unaltered Country-specific rule: • IT: variable removed,EHIS wave 3 anonymisation rules.docx,"table 2, row 693",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SS1,Social support,Number of close people to count on in case of serious personal problems,1 None,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 705",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SS2,Social support,Degree of concern shown by other people in what the person is doing,1 A lot of concern and interest,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 710",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,SS3,Social support,How easy is it to get practical help from neighbours in case of need,1 Very easy,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 716",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,IC1,Provision of informal care or assistance,"Providing care or assistance to one or more persons suffering from some age problem, chronic health condition or infirmity, at least once a week (professional activities excluded)",1 Yes,Everybody,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 723",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,IC2,Provision of informal care or assistance,Prevailing relationship of the person(s) suffering from any chronic condition or infirmity or due to old age being provided with care or assistance at least once a week from the respondent,1 Member(s) of respondent’s family,if IC1 = 1,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 726",OOXML table grid,EXTRACTED_UNREVIEWED
EHIS-W3-ANON-RULES,EHIS,3,IC3,Provision of informal care or assistance,Number of hours per week the respondent provides care or assistance to the person(s) suffering from any chronic condition or infirmity or due to old age,1 Less than 10 hours per week,if IC1 = 1,unaltered,EHIS wave 3 anonymisation rules.docx,"table 2, row 730",OOXML table grid,EXTRACTED_UNREVIEWED
